Sr. No.,Tag ID,Chassis/ Vehicle No,NPCI Vehicle Class,Vehicle Class Desc,Plaza Name,Pass Id,Pass Scheme,Pass Type,Pass Name,Start Effective Date,End Effective Date,Trips Allowed,Trips Taken,Channel,Issuance Date,Renewal Dt,Issuance Fees (Rs.),Payment Mode,Payment status,Stlmnt Dt,Stlmnt Amt (Rs.),Stlmnt Status,Current Status,Issued By,NPCI Plaza Id,AutoRenewal,Old Pass Id,New Pass Id,A,B
258,34161FA820328E40292C13C0,DL2CAM4184,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993700,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 11:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
259,34161FA820328E40292C1280,UP21CU1080,VC4,Car / Jeep / Van,Kurana Toll Plaza,14579780,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,36,Self,28/02/2023 14:45:41,N/A,315,,Success,1/3/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
260,34161FA820328E40292C1280,UP21CU1080,VC4,Car / Jeep / Van,Kurana Toll Plaza,14024652,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,22,Self,1/2/2023 19:23,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
261,34161FA820328E40292C11C0,MA3FJEB1S00805973,VC4,Car / Jeep / Van,Kurana Toll Plaza,14009885,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,1/2/2023 14:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
262,34161FA820328E40292C0F00,UP14G8879,VC4,Car / Jeep / Van,Kurana Toll Plaza,13982105,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,44,Concessionaire,1/2/2023 9:30,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
263,34161FA820328E40292C0E80,UP14CP0068,VC4,Car / Jeep / Van,Kurana Toll Plaza,14544005,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,14,Concessionaire,28/02/2023 09:16:03,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
264,34161FA820328E4028DC1B40,UP13BP1886,VC4,Car / Jeep / Van,Kurana Toll Plaza,14028142,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,44,Self,1/2/2023 21:33,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
265,34161FA820328E4028DC1AE0,UP13AT6068,VC4,Car / Jeep / Van,Kurana Toll Plaza,14008131,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,1/2/2023 14:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
266,34161FA820328E4028DC1960,UP37E1135,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013875,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,42,Concessionaire,1/2/2023 15:59,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
267,34161FA820328E4028DC18E0,UP13AT3665,VC4,Car / Jeep / Van,Kurana Toll Plaza,14137411,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,6/2/2023 10:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
268,34161FA820328E4028DC1780,UP16BR7244,VC4,Car / Jeep / Van,Kurana Toll Plaza,14039330,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,2/2/2023 9:36,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
269,34161FA820328E4028DC1700,UP14FA9407,VC4,Car / Jeep / Van,Kurana Toll Plaza,14053282,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,28,Concessionaire,2/2/2023 15:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
270,34161FA820328E4028DC16E0,MA3EYD81S01018300,VC4,Car / Jeep / Van,Kurana Toll Plaza,13990563,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,1/2/2023 10:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
271,34161FA820328E4028DC10A0,DL8CU2541,VC4,Car / Jeep / Van,Kurana Toll Plaza,13982344,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 9:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
272,34161FA820328E4028DC0D60,UP376051,VC4,Car / Jeep / Van,Kurana Toll Plaza,14582377,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,48,Concessionaire,28/02/2023 15:11:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
273,34161FA820328E4028DC0B60,DL13C7507,VC4,Car / Jeep / Van,Kurana Toll Plaza,14009126,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,60,Concessionaire,1/2/2023 14:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
274,34161FA820328E4028DC0880,DL8CA5343,VC4,Car / Jeep / Van,Kurana Toll Plaza,14097046,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,4/2/2023 10:51,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
275,34161FA820328E4028DC0800,MALAA51HLDM800751,VC4,Car / Jeep / Van,Kurana Toll Plaza,13991031,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,35,Concessionaire,1/2/2023 10:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
276,34161FA820328E4028DC07C0,DL2CA6485,VC4,Car / Jeep / Van,Kurana Toll Plaza,14014096,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 16:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
277,34161FA820328E4028DC0760,MA3EUA61S00K33542,VC4,Car / Jeep / Van,Kurana Toll Plaza,14052211,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,2/2/2023 14:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
278,34161FA820328E4028DC0680,DL4CAM9663,VC4,Car / Jeep / Van,Kurana Toll Plaza,14163268,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,7/2/2023 13:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR1,320077,NO,N/A,N/A,N/A,N/A
279,34161FA820328E4028D96D60,UP13BX5558,VC4,Car / Jeep / Van,Kurana Toll Plaza,14138475,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,6/2/2023 10:36,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
280,34161FA820328E4028D96CC0,UP37Q0323,VC4,Car / Jeep / Van,Kurana Toll Plaza,14083098,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,3/2/2023 16:57,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
281,34161FA820328E4028D96C40,UP13AN0006,VC4,Car / Jeep / Van,Kurana Toll Plaza,14547380,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,42,Concessionaire,28/02/2023 09:33:02,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
282,34161FA820328E4028D96C00,UP13A9012,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013994,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,1/2/2023 16:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
283,34161FA820328E4028D96B20,DL9CAN9673,VC4,Car / Jeep / Van,Kurana Toll Plaza,14589300,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,74,Concessionaire,28/02/2023 16:51:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
284,34161FA820328E4028D61820,DL9CR9127,VC4,Car / Jeep / Van,Kurana Toll Plaza,13979097,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,1/2/2023 8:58,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
285,34161FA820328E4028D06EE0,UP13BR9741,VC4,Car / Jeep / Van,Kurana Toll Plaza,14267389,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,15,Concessionaire,13/02/2023 09:42:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
286,34161FA820328E4028D06040,UP37H6984,VC4,Car / Jeep / Van,Kurana Toll Plaza,14253955,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,12/2/2023 0:00,28/02/2023 00:00:00,9999,5,Concessionaire,12/2/2023 11:45,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
287,34161FA820328E4028D02AA0,DL2CAP9722,VC4,Car / Jeep / Van,Kurana Toll Plaza,14540698,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,50,Concessionaire,28/02/2023 08:56:11,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
288,34161FA820328E4028D02AA0,DL2CAP9722,VC4,Car / Jeep / Van,Kurana Toll Plaza,13983298,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,45,Concessionaire,1/2/2023 9:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
289,34161FA820328E40285C2420,UP37R6209,VC4,Car / Jeep / Van,Kurana Toll Plaza,14049790,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,7,Self,2/2/2023 13:10,N/A,315,,Success,3/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
290,34161FA820328E4028508580,UP14BS4450,VC4,Car / Jeep / Van,Kurana Toll Plaza,13994624,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,1/2/2023 11:29,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
291,34161FA820328E402848AE00,UP14X4377,VC4,Car / Jeep / Van,Kurana Toll Plaza,14004920,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,52,Self,1/2/2023 13:40,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
292,34161FA820328E40283AFF40,DL12C0164,VC4,Car / Jeep / Van,Kurana Toll Plaza,13999261,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,21,Concessionaire,1/2/2023 12:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
293,34161FA820328E4028385480,DL4CAP4936,VC4,Car / Jeep / Van,Kurana Toll Plaza,13992891,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,1/2/2023 11:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
294,34161FA820328E40283852E0,DL9CY3928,VC4,Car / Jeep / Van,Kurana Toll Plaza,14291034,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,14/02/2023 00:00:00,28/02/2023 00:00:00,9999,13,Concessionaire,14/02/2023 15:22:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
295,34161FA820328E4028384DE0,UP13BW4404,VC4,Car / Jeep / Van,Kurana Toll Plaza,14146019,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,1,Concessionaire,6/2/2023 15:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
296,34161FA820328E4028253580,MAT635008NPHS8728,VC4,Car / Jeep / Van,Kurana Toll Plaza,14588669,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,34,Concessionaire,28/02/2023 16:42:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
297,34161FA820328E4028253580,MAT635008NPHS8728,VC4,Car / Jeep / Van,Kurana Toll Plaza,14189046,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,29,Concessionaire,8/2/2023 16:06,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
298,34161FA820328E4028144460,UP14DF3513,VC4,Car / Jeep / Van,Kurana Toll Plaza,14223136,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,10/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,10/2/2023 11:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
299,34161FA820328E4028117F00,UP13AF5657,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013426,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,18,Concessionaire,1/2/2023 15:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
300,34161FA820328E4028076480,UP15CM5112,VC4,Car / Jeep / Van,Kurana Toll Plaza,14434125,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,23/02/2023 00:00:00,28/02/2023 00:00:00,9999,1,Concessionaire,23/02/2023 10:47:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
301,34161FA820328E4027D57860,UP14CV3886,VC4,Car / Jeep / Van,Kurana Toll Plaza,14080459,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,3/2/2023 15:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
302,34161FA820328E4027D57720,UP37H1890,VC4,Car / Jeep / Van,Kurana Toll Plaza,14145071,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,6/2/2023 15:11,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
303,34161FA820328E4027D57660,UP13DD0090,VC4,Car / Jeep / Van,Kurana Toll Plaza,14589202,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,0,Concessionaire,28/02/2023 16:50:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
304,34161FA820328E4027D574E0,UP14B2914,VC4,Car / Jeep / Van,Kurana Toll Plaza,14588062,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,38,Concessionaire,28/02/2023 16:34:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
305,34161FA820328E4027D56EA0,DL8CS2010,VC4,Car / Jeep / Van,Kurana Toll Plaza,13991667,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,39,Concessionaire,1/2/2023 10:58,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
306,34161FA820328E4027D56CE0,UP13BV8071,VC4,Car / Jeep / Van,Kurana Toll Plaza,14567482,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,19,Concessionaire,28/02/2023 12:55:02,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
307,34161FA820328E4027D56CA0,UP13Y0005,VC4,Car / Jeep / Van,Kurana Toll Plaza,13978584,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,42,Concessionaire,1/2/2023 8:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
308,34161FA820328E4027D56B80,UP13BW7805,VC4,Car / Jeep / Van,Kurana Toll Plaza,14045165,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,23,Concessionaire,2/2/2023 11:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
309,34161FA820328E4027D56B80,UP13BW7805,VC4,Car / Jeep / Van,Kurana Toll Plaza,14592020,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,24,Concessionaire,28/02/2023 17:49:19,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
310,34161FA820328E4027D56980,DL3CAZ7770,VC4,Car / Jeep / Van,Kurana Toll Plaza,14096291,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,23,Concessionaire,4/2/2023 10:29,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
311,34161FA820328E4027D56720,UP14DL6503,VC4,Car / Jeep / Van,Kurana Toll Plaza,13996711,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,1/2/2023 11:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
312,34161FA820328E4027D565C0,UP13BW7521,VC4,Car / Jeep / Van,Kurana Toll Plaza,14082354,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,19,Concessionaire,3/2/2023 16:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
313,34161FA820328E4027D56440,UP13BC8141,VC4,Car / Jeep / Van,Kurana Toll Plaza,14024736,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,23,Self,1/2/2023 19:30,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
314,34161FA820328E4027D55FA0,DL5CS5121,VC4,Car / Jeep / Van,Kurana Toll Plaza,13975850,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,31,Concessionaire,1/2/2023 8:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
315,34161FA820328E4027D51320,UP12BF9494,VC4,Car / Jeep / Van,Kurana Toll Plaza,13995111,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,35,Concessionaire,1/2/2023 11:36,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
316,34161FA820328E4027ACF280,DL3CCA3737,VC4,Car / Jeep / Van,Kurana Toll Plaza,13980981,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,31,Concessionaire,1/2/2023 9:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
317,34161FA820328E4027ACF220,UP15AE5808,VC4,Car / Jeep / Van,Kurana Toll Plaza,14157019,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,7/2/2023 9:06,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
318,34161FA820328E4027ACF1C0,UP13BQ0890,VC4,Car / Jeep / Van,Kurana Toll Plaza,14082718,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,26,Concessionaire,3/2/2023 16:38,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
319,34161FA820328E4027ACF1A0,UP13AM1559,VC4,Car / Jeep / Van,Kurana Toll Plaza,14002222,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,1,Concessionaire,1/2/2023 13:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
320,34161FA820328E4027ACF180,DL8CNB3216,VC4,Car / Jeep / Van,Kurana Toll Plaza,14318704,Monthly Pass Comm,MP,Monthly Pass Comm,16/02/2023 00:00:00,15/03/2023 00:00:00,50,45,Concessionaire,16/02/2023 09:02:47,N/A,3380,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
321,34161FA820328E4027ACF140,UP13BW6925,VC4,Car / Jeep / Van,Kurana Toll Plaza,14268134,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,11,Concessionaire,13/02/2023 10:27:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
322,34161FA820328E4027ACF100,UP14DU2315,VC4,Car / Jeep / Van,Kurana Toll Plaza,14007330,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,50,Concessionaire,1/2/2023 14:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
323,34161FA820328E4027ACDF00,HR26BP1201,VC4,Car / Jeep / Van,Kurana Toll Plaza,13994880,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,1/2/2023 11:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
324,34161FA820328E4027978AE0,UP14DS6401,VC4,Car / Jeep / Van,Kurana Toll Plaza,14572822,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,10,Concessionaire,28/02/2023 13:57:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
325,34161FA820328E4027978AE0,UP14DS6401,VC4,Car / Jeep / Van,Kurana Toll Plaza,14080984,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,18,Concessionaire,3/2/2023 15:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
326,34161FA820328E40279789A0,UP13BX3265,VC4,Car / Jeep / Van,Kurana Toll Plaza,14567746,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,24,Concessionaire,28/02/2023 12:56:28,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
327,34161FA820328E402774CB20,UP14FD5590,VC4,Car / Jeep / Van,Kurana Toll Plaza,14152688,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,7/2/2023 0:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
328,34161FA820328E4027593240,UP13BZ6712,VC4,Car / Jeep / Van,Kurana Toll Plaza,14005488,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,18,Concessionaire,1/2/2023 13:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
329,34161FA820328E4027395420,UP13BD3632,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013603,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,19,Concessionaire,1/2/2023 15:53,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
